timestamp,source,vehicle_model_id,price
2019-04-20 9:06:00,https://aunt.example.com/#achiever,1006,508473
2019-04-21 9:06:00,http://example.com/brick,1008,512725
2019-04-22 9:06:00,http://example.com/arch,1010,507643
2019-04-23 9:06:00,http://www.example.com/,1004,534994
2019-04-24 9:06:00,http://www.example.net/#brother,1002,511961
2019-04-25 9:06:00,https://acoustics.example.com/bath.aspx,1009,533250
2019-04-26 9:06:00,http://example.com/,1010,527226
2019-04-27 9:06:00,http://www.example.com/angle/badge.html,1004,544241
2019-04-28 9:06:00,https://example.edu/,1010,547028
2019-04-29 9:06:00,http://www.example.com/,1001,521616
2019-04-30 9:06:00,https://www.example.com/,1009,587057
2019-05-01 9:06:00,https://example.com/#blade,1000,565457
2019-05-02 9:06:00,http://www.example.com/blood.html?boundary=boot,1002,518548
2019-05-03 9:06:00,http://www.example.com/,1009,562712
2019-05-04 9:06:00,https://bird.example.com/,1010,596288
2019-05-05 9:06:00,https://example.com/bird/brother.php,1004,527774
2019-05-06 9:06:00,http://www.example.com/brick?bit=act&apparel=blade,1008,586959
2019-05-07 9:06:00,https://www.example.com/,1000,503489
2019-05-08 9:06:00,http://example.com/?bike=achiever&bath=birds#aunt,1007,551338
2019-05-09 9:06:00,https://www.example.com/?bag=bear,1007,549294
2019-05-10 9:06:00,http://example.com/,1007,587401
2019-05-11 9:06:00,http://www.example.com/,1005,548888
2019-05-12 9:06:00,http://example.com/,1002,594081
2019-05-13 9:06:00,https://example.com/attraction.php?agreement=advice&adjustment=birds,1001,509223
2019-05-14 9:06:00,http://example.com/?acoustics=box,1006,585066
2019-05-15 9:06:00,https://apparatus.example.net/,1007,544509
2019-05-16 9:06:00,http://www.example.com/,1007,530203
2019-05-17 9:06:00,http://www.example.com/brass#birds,1001,536098
2019-05-18 9:06:00,http://example.com/#bath,1000,518928
2019-05-19 9:06:00,http://example.com/beef.html#attraction,1006,514160
2019-05-20 9:06:00,http://www.example.net/#beds,1005,552880
2019-05-21 9:06:00,http://belief.example.net/,1001,505976
2019-05-22 9:06:00,https://example.com/bite.html,1009,570894
2019-05-23 9:06:00,http://www.example.com/,1007,547635
2019-05-24 9:06:00,https://www.example.net/blow.php,1005,575075
2019-05-25 9:06:00,https://www.example.org/,1005,584463
