timestamp,source,vehicle_model_id,price
2019-04-20 9:06:00,https://aunt.example.com/#achiever,18760,290313
2019-04-21 9:06:00,http://example.com/brick,39661,262872
2019-04-22 9:06:00,http://example.com/arch,19676,384585
2019-04-23 9:06:00,http://www.example.com/,10196,471180
2019-04-24 9:06:00,http://www.example.net/#brother,17644,810678
2019-04-25 9:06:00,https://acoustics.example.com/bath.aspx,17715,623702
2019-04-26 9:06:00,http://example.com/,43286,853854
2019-04-27 9:06:00,http://www.example.com/angle/badge.html,45923,1212601
2019-04-28 9:06:00,https://example.edu/,41332,778916
2019-04-29 9:06:00,http://www.example.com/,39855,437256
2019-04-30 9:06:00,https://www.example.com/,11226,1002737
2019-05-01 9:06:00,https://example.com/#blade,10287,934836
2019-05-02 9:06:00,http://www.example.com/blood.html?boundary=boot,12045,353363
2019-05-03 9:06:00,http://www.example.com/,29307,776334
2019-05-04 9:06:00,https://bird.example.com/,18769,638803
2019-05-05 9:06:00,https://example.com/bird/brother.php,18739,337394
2019-05-06 9:06:00,http://www.example.com/brick?bit=act&apparel=blade,38125,910163
2019-05-07 9:06:00,https://www.example.com/,34378,716358
2019-05-08 9:06:00,http://example.com/?bike=achiever&bath=birds#aunt,10302,468676
2019-05-09 9:06:00,https://www.example.com/?bag=bear,13700,391594
2019-05-10 9:06:00,http://example.com/,37618,1005940
2019-05-11 9:06:00,http://www.example.com/,28456,391897
2019-05-12 9:06:00,http://example.com/,39886,272841
2019-05-13 9:06:00,https://example.com/attraction.php?agreement=advice&adjustment=birds,36321,383660
2019-05-14 9:06:00,http://example.com/?acoustics=box,44616,798059
2019-05-15 9:06:00,https://apparatus.example.net/,30774,440415
2019-05-16 9:06:00,http://www.example.com/,25131,977230
2019-05-17 9:06:00,http://www.example.com/brass#birds,41417,551008
2019-05-18 9:06:00,http://example.com/#bath,23792,637201
2019-05-19 9:06:00,http://example.com/beef.html#attraction,23115,1046849
2019-05-20 9:06:00,http://www.example.net/#beds,25633,807998
2019-05-21 9:06:00,http://belief.example.net/,9356,1238842
2019-05-22 9:06:00,https://example.com/bite.html,24012,273564
2019-05-23 9:06:00,http://www.example.com/,40117,882705
2019-05-24 9:06:00,https://www.example.net/blow.php,21571,645015
2019-05-25 9:06:00,https://www.example.org/,14728,374478
